Average IMDb Rating,Number of IMDb Votes,Bechdel Test Rating,Movie Title,Year,Genres
7.8,11557.0,3,Le Corbeau,1943,"Crime,Drama,Horror"
7.8,73498.0,3,Shadow of a Doubt,1943,"Drama,Film-Noir,Mystery"
6.7,5988.0,0,Sanshiro Sugata,1943,"Action,Adventure,Drama"
7.0,1338.0,3,Cry 'Havoc',1943,"Drama,War"
6.4,1415.0,0,Fires Were Started,1943,"Drama,War"
8.0,26243.0,1,The Ox-Bow Incident,1943,"Drama,Western"
7.4,2214.0,3,So Proudly We Hail!,1943,"Drama,Romance,War"
7.5,9987.0,3,Jane Eyre,1943,"Drama,Romance"
7.6,7967.0,1,The More the Merrier,1943,Comedy
7.3,1916.0,1,Carnival of Sinners,1943,"Fantasy,Horror"
7.2,1889.0,3,Angels of Sin,1943,Drama
6.7,8404.0,3,The Seventh Victim,1943,"Drama,Horror,Mystery"
6.6,704.0,3,China,1943,"Drama,War"
7.6,8771.0,1,Obsession,1943,"Crime,Drama,Romance"
6.8,1183.0,3,Millions Like Us,1943,"Drama,War"
7.3,12962.0,3,Heaven Can Wait,1943,"Comedy,Drama,Fantasy"
7.9,77249.0,3,Arsenic and Old Lace,1944,"Comedy,Crime,Thriller"
8.3,176094.0,3,Double Indemnity,1944,"Crime,Drama,Film-Noir"
7.6,6992.0,2,Mr. Skeffington,1944,"Drama,Romance"
7.5,29771.0,3,Meet Me in St. Louis,1944,"Comedy,Drama,Family"
7.6,5403.0,2,Hail the Conquering Hero,1944,"Comedy,War"
7.3,3985.0,0,Torment,1944,"Drama,Romance"
7.6,18871.0,1,The Woman in the Window,1944,"Crime,Drama,Film-Noir"
7.9,54088.0,3,Laura,1944,"Drama,Film-Noir,Mystery"
6.7,6264.0,3,Cover Girl,1944,"Comedy,Music,Musical"
7.5,5358.0,3,Since You Went Away,1944,"Drama,Romance,War"
7.8,39935.0,3,To Have and Have Not,1944,"Adventure,Comedy,Drama"
7.1,2686.0,3,I'll Be Seeing You,1944,"Drama,Family,Romance"
7.3,8519.0,3,National Velvet,1944,"Drama,Family,Sport"
5.6,2642.0,3,The Most Beautiful,1944,Drama
7.6,32774.0,3,Lifeboat,1944,"Drama,War"
6.3,16515.0,0,The Three Caballeros,1944,"Animation,Comedy,Family"
4.7,214.0,1,Minstrel Man,1944,Musical
7.3,6941.0,3,A Canterbury Tale,1944,"Comedy,Drama,Mystery"
7.2,13155.0,3,The Uninvited,1944,"Fantasy,Horror,Mystery"
7.7,6860.0,1,The Punch Bowl,1944,"Comedy,Family"
7.9,30320.0,3,Mildred Pierce,1945,"Crime,Drama,Film-Noir"
7.4,10824.0,3,I Know Where I'm Going!,1945,"Drama,Romance"
6.7,2557.0,3,The Seventh Veil,1945,"Drama,Music"
8.0,46902.0,3,Brief Encounter,1945,"Drama,Romance"
6.5,2574.0,0,Along Came Jones,1945,"Comedy,Romance,Western"
6.5,5571.0,3,Isle of the Dead,1945,"Drama,Horror,Mystery"
7.5,3702.0,3,The Enchanted Cottage,1945,"Drama,Fantasy,Romance"
7.3,5779.0,0,"Objective, Burma!",1945,"Action,Adventure,Drama"
7.9,42124.0,2,The Lost Weekend,1945,"Drama,Film-Noir"
7.3,21055.0,1,Detour,1945,"Crime,Drama,Film-Noir"
7.5,54880.0,3,Spellbound,1945,"Drama,Film-Noir,Mystery"
8.0,32399.0,3,"Rome, Open City",1945,"Drama,Thriller,War"
7.7,20481.0,3,Scarlet Street,1945,"Crime,Drama,Film-Noir"
8.3,21999.0,2,Children of Paradise,1945,"Drama,Romance"
6.4,623.0,3,Keep Your Powder Dry,1945,"Drama,War"
6.6,7338.0,3,The Woman in Green,1945,"Crime,Drama,Horror"
7.0,9794.0,0,Anchors Aweigh,1945,"Comedy,Fantasy,Musical"
7.3,6631.0,2,The Thin Man Goes Home,1945,"Comedy,Crime,Film-Noir"
6.3,786.0,1,The Red Dragon,1945,"Drama,Mystery"
7.5,15178.0,3,Dead of Night,1945,"Drama,Fantasy,Horror"
7.1,5042.0,3,The Ladies of the Bois de Boulogne,1945,"Drama,Romance"
6.8,1750.0,3,The Wicked Lady,1945,"Adventure,Drama"
7.6,15935.0,3,Leave Her to Heaven,1945,"Drama,Film-Noir,Romance"
7.3,3357.0,3,The Corn Is Green,1945,Drama
7.2,10026.0,3,The Bells of St. Mary's,1945,Drama
7.9,111455.0,2,Notorious,1946,"Drama,Film-Noir,Mystery"
7.0,5163.0,3,The Harvey Girls,1946,"Comedy,Drama,History"
7.9,93681.0,1,The Big Sleep,1946,"Crime,Drama,Film-Noir"
7.4,24049.0,1,The Postman Always Rings Twice,1946,"Crime,Drama,Film-Noir"
8.0,26878.0,0,A Matter of Life and Death,1946,"Drama,Fantasy,Romance"
7.9,29203.0,3,Beauty and the Beast,1946,"Drama,Fantasy,Romance"
7.1,4485.0,0,Deception,1946,"Drama,Music,Romance"
6.6,1099.0,3,Devotion,1946,"Biography,Drama,Mystery"
6.6,756.0,3,Two Sisters from Boston,1946,"Comedy,Musical,Romance"
8.6,531355.0,3,It's a Wonderful Life,1946,"Drama,Family,Fantasy"
7.2,1891.0,1,The Jolson Story,1946,"Biography,Drama,Music"
7.6,37527.0,0,Gilda,1946,"Drama,Film-Noir,Romance"
6.5,2672.0,3,The Strange Woman,1946,"Drama,Romance,Thriller"
7.7,27417.0,1,My Darling Clementine,1946,"Drama,Romance,Western"
8.1,75382.0,2,The Best Years of Our Lives,1946,"Drama,Romance,War"
6.8,7313.0,3,Dressed to Kill,1946,"Crime,Drama,Mystery"
6.7,10088.0,2,Duel in the Sun,1946,"Drama,Romance,Western"
6.4,2938.0,1,The Chase,1946,"Crime,Drama,Film-Noir"
6.9,16075.0,2,Song of the South,1946,"Animation,Comedy,Family"
6.7,7387.0,1,Terror by Night,1946,"Crime,Drama,Film-Noir"
7.1,5522.0,1,The Dark Corner,1946,"Crime,Drama,Film-Noir"
7.3,30037.0,3,The Stranger,1946,"Crime,Drama,Film-Noir"
6.1,5313.0,1,Make Mine Music,1946,"Adventure,Animation,Comedy"
6.8,226.0,3,The Years Between,1946,Drama
7.8,27619.0,2,Great Expectations,1946,"Adventure,Drama,Mystery"
5.2,3285.0,3,She-Wolf of London,1946,"Crime,Horror,Mystery"
7.7,29968.0,3,Black Narcissus,1947,Drama
6.6,589.0,1,The Exile,1947,"Adventure,Romance"
7.6,12388.0,2,Odd Man Out,1947,"Crime,Drama,Film-Noir"
6.7,2934.0,2,Good News,1947,"Comedy,Musical,Romance"
6.4,525.0,3,The Shocking Miss Pilgrim,1947,"Comedy,Musical,Romance"
6.9,3421.0,3,The Egg and I,1947,"Comedy,Romance"
6.5,13024.0,2,The Paradine Case,1947,"Crime,Drama,Romance"
7.8,21904.0,3,The Ghost and Mrs. Muir,1947,"Comedy,Drama,Fantasy"
6.3,1003.0,2,Gunfighters,1947,"Drama,Western"
7.3,10419.0,2,Crossfire,1947,"Crime,Drama,Film-Noir"
5.8,292.0,2,Calendar Girl,1947,"Musical,Romance"
8.0,42907.0,2,Out of the Past,1947,"Crime,Drama,Film-Noir"
6.2,175.0,3,Nada,1947,Drama
6.3,10113.0,1,Fun and Fancy Free,1947,"Adventure,Animation,Comedy"
7.6,5637.0,3,Body and Soul,1947,"Drama,Film-Noir,Sport"
6.4,1774.0,3,Dishonored Lady,1947,"Crime,Drama"
6.4,535.0,3,The Unfinished Dance,1947,"Comedy,Drama,Musical"
7.5,35591.0,0,The Lady from Shanghai,1947,"Crime,Drama,Film-Noir"
7.9,58176.0,3,Miracle on 34th Street,1947,"Comedy,Drama,Family"
7.2,18603.0,1,Gentleman's Agreement,1947,"Drama,Romance"
6.8,870.0,3,The Voice of the Turtle,1947,"Comedy,Romance"
7.5,23266.0,2,Dark Passage,1947,"Drama,Film-Noir,Thriller"
7.8,20043.0,3,Monsieur Verdoux,1947,"Comedy,Crime,Drama"
7.7,36607.0,0,Red River,1948,"Drama,Western"
8.1,41848.0,3,The Red Shoes,1948,"Drama,Music,Romance"
7.5,19325.0,1,Hamlet,1948,Drama
5.2,349.0,2,Bonnie Prince Charlie,1948,"Biography,Drama,History"
7.2,1476.0,3,Enchantment,1948,"Drama,Romance"
6.6,3097.0,2,Anna Karenina,1948,"Drama,Romance"
7.3,2229.0,0,Command Decision,1948,"Action,Drama,War"
7.3,11695.0,3,Easter Parade,1948,"Musical,Romance"
7.9,161291.0,0,Rope,1948,"Crime,Drama,Mystery"
7.6,8859.0,3,The Snake Pit,1948,"Drama,Mystery"
6.0,639.0,1,Casbah,1948,"Crime,Drama,Musical"
6.8,723.0,1,The Fuller Brush Man,1948,"Action,Adventure,Comedy"
7.2,13356.0,3,Mr. Blandings Builds His Dream House,1948,"Comedy,Romance"
8.2,138335.0,0,The Treasure of the Sierra Madre,1948,"Adventure,Drama,Western"
7.8,6383.0,3,I Remember Mama,1948,"Drama,Family"
7.4,6345.0,2,Act of Violence,1948,"Drama,Film-Noir,Thriller"
7.4,11067.0,1,Call Northside 777,1948,"Drama,Film-Noir"
6.4,4049.0,3,Joan of Arc,1948,"Biography,Drama,History"
8.2,186966.0,2,Bicycle Thieves,1948,Drama
6.1,7479.0,1,Melody Time,1948,"Animation,Comedy,Family"
7.4,8217.0,1,Macbeth,1948,"Drama,History,War"
7.6,1149.0,0,It Happened in Europe,1948,Drama
7.3,20853.0,3,Abbott and Costello Meet Frankenstein,1948,"Comedy,Family,Fantasy"
7.5,16440.0,1,The Naked City,1948,"Crime,Drama,Film-Noir"
7.7,45837.0,3,Key Largo,1948,"Action,Crime,Drama"
7.3,7385.0,3,Brighton Rock,1948,"Crime,Drama,Film-Noir"
7.3,3571.0,3,Spring in a Small Town,1948,"Drama,Romance"
8.1,190889.0,0,The Third Man,1949,"Drama,Film-Noir,Mystery"
7.0,3669.0,3,The Barkleys of Broadway,1949,"Comedy,Musical"
7.3,19509.0,3,On the Town,1949,"Comedy,Musical,Romance"
7.4,23874.0,3,Adam's Rib,1949,"Comedy,Romance"
7.2,3633.0,3,Pinky,1949,Drama
7.0,4608.0,3,Caught,1949,"Crime,Drama,Film-Noir"
7.8,10739.0,0,The Set-Up,1949,"Action,Crime,Film-Noir"
7.2,8666.0,3,Little Women,1949,"Drama,Family,Romance"
7.0,6062.0,0,Mighty Joe Young,1949,"Adventure,Drama,Fantasy"
5.8,1117.0,2,The Man on the Eiffel Tower,1949,"Mystery,Thriller"
8.2,20694.0,3,Late Spring,1949,"Comedy,Drama"
7.7,11365.0,3,A Letter to Three Wives,1949,"Comedy,Drama,Romance"
8.0,40983.0,1,Kind Hearts and Coronets,1949,"Comedy,Crime"
7.0,11422.0,1,The Fountainhead,1949,"Drama,Romance"
8.1,18336.0,3,The Heiress,1949,"Drama,Romance"
7.0,9616.0,2,I Was a Male War Bride,1949,"Comedy,Romance,War"
6.8,19240.0,0,The Adventures of Ichabod and Mr. Toad,1949,"Animation,Comedy,Family"
6.2,8608.0,3,Under Capricorn,1949,"Crime,Drama,Romance"
7.4,17642.0,1,All the King's Men,1949,"Drama,Film-Noir"
5.8,736.0,0,Tarzan's Magic Fountain,1949,"Action,Adventure,Fantasy"
7.2,9414.0,0,The Big Day,1949,Comedy
7.3,508.0,3,Flame of My Love,1949,"Drama,Romance"
7.0,3829.0,3,Flamingo Road,1949,"Drama,Film-Noir,Romance"
7.1,1716.0,3,Come to the Stable,1949,"Comedy,Drama"
8.2,145788.0,3,All About Eve,1950,Drama
8.4,250729.0,3,Sunset Boulevard,1950,"Drama,Film-Noir"
7.3,182216.0,3,Cinderella,1950,"Animation,Family,Fantasy"
8.2,191021.0,0,Rashomon,1950,"Crime,Drama,Mystery"
7.1,5077.0,3,Summer Stock,1950,"Musical,Romance"
7.8,31819.0,1,The Asphalt Jungle,1950,"Crime,Drama,Film-Noir"
7.9,59990.0,2,Harvey,1950,"Comedy,Drama,Fantasy"
7.8,14080.0,2,Orpheus,1950,"Drama,Fantasy,Romance"
7.5,13237.0,3,Born Yesterday,1950,"Comedy,Drama,Romance"
3.5,731.0,1,The Flying Saucer,1950,"Sci-Fi,Thriller"
7.9,37690.0,2,In a Lonely Place,1950,"Drama,Film-Noir,Mystery"
6.8,1148.0,3,Odette,1950,"Drama,History,War"
7.4,6745.0,3,No Way Out,1950,"Crime,Drama,Film-Noir"
7.2,13759.0,1,D.O.A.,1950,"Crime,Drama,Film-Noir"
7.0,17286.0,3,Stage Fright,1950,"Film-Noir,Mystery,Thriller"
7.2,5012.0,3,Scandal,1950,Drama
6.9,4500.0,3,The Terrible Children,1950,Drama
6.9,794.0,3,Three Secrets,1950,"Crime,Drama,Mystery"
5.6,694.0,0,Tarzan and the Slave Girl,1950,"Action,Adventure"
7.6,5257.0,3,Caged,1950,"Crime,Drama,Film-Noir"
7.2,9299.0,0,Panic in the Streets,1950,"Crime,Drama,Film-Noir"
7.6,16026.0,3,Gun Crazy,1950,"Crime,Drama,Film-Noir"
7.6,23385.0,1,Winchester '73,1950,"Action,Drama,Western"
8.1,41075.0,2,Ace in the Hole,1951,"Drama,Film-Noir"
7.9,146232.0,2,Strangers on a Train,1951,"Crime,Drama,Film-Noir"
7.3,161759.0,3,Alice in Wonderland,1951,"Adventure,Animation,Comedy"
7.7,87179.0,0,The African Queen,1951,"Adventure,Drama,Romance"
7.7,88340.0,3,The Day the Earth Stood Still,1951,"Drama,Sci-Fi"
7.9,118012.0,3,A Streetcar Named Desire,1951,Drama
6.8,5590.0,3,Show Boat,1951,"Drama,Family,Musical"
7.7,13300.0,1,Diary of a Country Priest,1951,Drama
7.1,38371.0,1,An American in Paris,1951,"Drama,Musical,Romance"
8.0,10290.0,3,Early Summer,1951,"Comedy,Drama,Romance"
7.0,35514.0,1,The Thing from Another World,1951,"Horror,Sci-Fi"
7.7,5849.0,3,Bellissima,1951,Drama
6.4,390.0,3,Take Care of My Little Girl,1951,Drama
7.1,17775.0,3,Quo Vadis,1951,"Drama,Romance"
6.4,2862.0,3,Cause for Alarm!,1951,"Crime,Drama,Film-Noir"
7.6,4178.0,3,Westward the Women,1951,"Adventure,Drama,Western"
7.1,6009.0,3,The Idiot,1951,"Drama,Romance"
7.5,895.0,3,Surcos,1951,"Crime,Drama"
5.7,664.0,1,Tarzan's Peril,1951,Adventure
8.3,274496.0,3,Singin' in the Rain,1952,"Comedy,Musical,Romance"
7.0,1469.0,2,The Magic Box,1952,"Biography,Drama,History"
6.9,5095.0,0,The Big Sky,1952,"Adventure,Drama,Western"
6.2,917.0,3,Lovely to Look At,1952,"Comedy,Musical,Mystery"
7.9,114211.0,2,High Noon,1952,"Drama,Thriller,Western"
7.7,44559.0,1,The Quiet Man,1952,"Comedy,Drama,Romance"
7.0,7950.0,3,Clash by Night,1952,"Drama,Film-Noir,Romance"
8.0,13807.0,3,Forbidden Games,1952,"Drama,War"
8.0,23314.0,1,Limelight,1952,"Drama,Music,Romance"
6.1,6267.0,1,The Snows of Kilimanjaro,1952,"Adventure,Drama,Romance"
8.3,97781.0,1,Ikiru,1952,Drama
7.7,17270.0,2,The Bad and the Beautiful,1952,"Drama,Romance"
7.4,5170.0,3,Europe '51,1952,Drama
6.5,16863.0,2,The Greatest Show on Earth,1952,"Drama,Family,Romance"
5.7,584.0,0,Tarzan's Savage Fury,1952,"Action,Adventure"
7.5,389.0,2,Parasakthi,1952,"Drama,Musical"
6.5,2619.0,3,The Story of Robin Hood and His Merrie Men,1952,"Action,Adventure,Family"
6.7,2536.0,3,The Sound Barrier,1952,"Adventure,Drama,Romance"
6.7,10860.0,2,Ivanhoe,1952,"Action,Adventure,Drama"
7.2,13702.0,1,Julius Caesar,1953,"Drama,History"
7.3,160806.0,3,Peter Pan,1953,"Adventure,Animation,Family"
8.1,71244.0,1,The Wages of Fear,1953,"Adventure,Drama,Thriller"
8.0,154346.0,3,Roman Holiday,1953,"Comedy,Drama,Romance"
6.6,9607.0,2,Mogambo,1953,"Adventure,Drama,Romance"
8.1,74901.0,3,Tokyo Story,1953,Drama
7.4,13260.0,1,The Band Wagon,1953,"Comedy,Musical,Romance"
7.9,60421.0,0,Stalag 17,1953,"Comedy,Drama,War"
7.0,40317.0,1,The War of the Worlds,1953,"Action,Sci-Fi,Thriller"
7.2,11664.0,3,Calamity Jane,1953,"Comedy,Musical,Romance"
7.1,45683.0,3,Gentlemen Prefer Blondes,1953,"Comedy,Musical,Romance"
7.4,5836.0,3,The Cruel Sea,1953,"Drama,War"
5.9,1821.0,3,Miss Sadie Thompson,1953,"Drama,Musical,Romance"
5.8,2421.0,3,Salome,1953,"Drama,History"
7.6,46328.0,1,Shane,1953,"Drama,Western"
2.7,1994.0,1,Mesa of Lost Women,1953,"Horror,Sci-Fi"
7.6,53081.0,3,From Here to Eternity,1953,"Drama,Romance,War"
6.9,11253.0,0,The Hitch-Hiker,1953,"Crime,Drama,Film-Noir"
7.2,24572.0,1,I Confess,1953,"Crime,Drama,Thriller"
7.9,31309.0,3,The Big Heat,1953,"Crime,Drama,Film-Noir"
6.8,26046.0,3,How to Marry a Millionaire,1953,"Comedy,Drama,Romance"
5.3,14675.0,0,Fear and Desire,1953,"Drama,Thriller,War"
7.6,17097.0,3,Pickup on South Street,1953,"Crime,Drama,Film-Noir"
7.3,21324.0,3,Monsieur Hulot's Holiday,1953,Comedy
8.1,27396.0,2,Ugetsu,1953,"Drama,Fantasy,War"
7.5,17144.0,3,Summer with Monika,1953,"Drama,Romance"
4.3,9515.0,0,Glen or Glenda,1953,"Drama,Horror"
6.7,18645.0,1,The Wild One,1953,"Crime,Drama,Romance"
6.6,9325.0,1,"The Beast from 20,000 Fathoms",1953,"Horror,Sci-Fi"
7.0,2004.0,0,Inferno,1953,"Crime,Drama,Film-Noir"
6.7,4750.0,0,"The 5,000 Fingers of Dr. T.",1953,"Family,Fantasy,Music"
6.5,12257.0,2,It Came from Outer Space,1953,"Horror,Sci-Fi"
7.9,11742.0,3,The Earrings of Madame De...,1953,"Drama,Romance"
7.0,21464.0,3,House of Wax,1953,Horror
5.4,665.0,1,Tarzan and the She-Devil,1953,"Action,Adventure"
3.9,2147.0,3,Cat-Women of the Moon,1953,"Adventure,Sci-Fi"
7.0,2763.0,3,The Man Between,1953,"Crime,Drama,Romance"
7.3,13360.0,0,The Naked Spur,1953,"Drama,Thriller,Western"
6.6,2220.0,2,Phffft,1954,"Comedy,Romance"
7.7,9271.0,1,Don't Touch the Loot,1954,"Crime,Drama"
7.3,28546.0,3,Seven Brides for Seven Brothers,1954,"Comedy,Musical,Romance"
7.5,55291.0,3,White Christmas,1954,"Comedy,Musical,Romance"
7.6,20907.0,2,Johnny Guitar,1954,"Drama,Western"
8.1,173713.0,0,On the Waterfront,1954,"Crime,Drama,Thriller"
7.2,39216.0,0,"20,000 Leagues Under the Sea",1954,"Adventure,Drama,Family"
8.5,551530.0,3,Rear Window,1954,"Drama,Mystery,Thriller"
7.2,25745.0,1,Them!,1954,"Horror,Sci-Fi"
7.6,73696.0,3,Sabrina,1954,"Comedy,Drama,Romance"
7.7,9579.0,3,Hobson's Choice,1954,"Comedy,Drama,Romance"
6.7,1244.0,1,Knock on Wood,1954,Comedy
8.2,199387.0,0,Dial M for Murder,1954,"Crime,Drama,Mystery"
8.6,388201.0,0,Seven Samurai,1954,"Action,Drama"
7.5,20457.0,1,A Star Is Born,1954,"Drama,Musical,Romance"
7.4,4947.0,2,Executive Suite,1954,"Drama,Romance"
7.3,13259.0,3,Journey to Italy,1954,"Drama,Romance"
7.3,10258.0,2,The Glenn Miller Story,1954,"Biography,Drama,Music"
6.2,3955.0,3,Three Coins in the Fountain,1954,"Drama,Romance"
7.4,1272.0,3,Late Chrysanthemums,1954,Drama
6.9,36706.0,0,Creature from the Black Lagoon,1954,"Horror,Sci-Fi"
5.4,823.0,2,Attila,1954,"Biography,Drama,History"
7.3,4327.0,3,Salt of the Earth,1954,"Drama,History"
7.6,43508.0,1,Godzilla,1954,"Horror,Sci-Fi"
7.2,20345.0,0,Animal Farm,1954,"Animation,Drama"
7.4,1515.0,3,The Woman of Rumour,1954,"Drama,Romance"
6.8,231.0,3,Cómicos,1954,Drama
6.9,2070.0,1,An American in Rome,1954,Comedy
6.7,6223.0,3,Carmen Jones,1954,"Drama,Musical,Romance"
7.6,2196.0,3,Miseria e nobiltà,1954,Comedy
3.7,2979.0,3,Jail Bait,1954,"Crime,Drama,Film-Noir"
7.7,31423.0,1,The Caine Mutiny,1954,"Drama,War"
7.4,9322.0,1,Senso,1954,"Drama,Romance,War"
6.8,2474.0,2,Silver Lode,1954,"Drama,Western"
7.4,84190.0,3,To Catch a Thief,1955,"Drama,Mystery,Romance"
8.0,103512.0,3,The Night of the Hunter,1955,"Crime,Drama,Film-Noir"
7.3,156570.0,2,Lady and the Tramp,1955,"Adventure,Animation,Comedy"
6.7,4455.0,3,Daddy Long Legs,1955,"Musical,Romance"
7.7,15307.0,2,Smiles of a Summer Night,1955,"Comedy,Romance"
7.6,33114.0,3,The Ladykillers,1955,"Comedy,Crime"
7.1,20337.0,3,Guys and Dolls,1955,"Comedy,Crime,Musical"
8.1,71795.0,3,Diabolique,1955,"Crime,Drama,Horror"
7.4,11938.0,1,The Dam Busters,1955,"Drama,History,War"
7.6,101263.0,1,Rebel Without a Cause,1955,Drama
5.3,1731.0,3,The Fast and the Furious,1955,"Crime,Drama,Film-Noir"
7.3,9484.0,2,The Big Combo,1955,"Crime,Drama,Film-Noir"
8.1,38261.0,1,Rififi,1955,"Crime,Drama,Thriller"
7.4,11498.0,3,We're No Angels,1955,"Comedy,Crime,Romance"
4.2,7976.0,3,Bride of the Monster,1955,"Horror,Sci-Fi"
6.4,11404.0,0,Tarantula,1955,"Horror,Sci-Fi"
7.6,29195.0,3,Marty,1955,"Drama,Romance"
7.0,15143.0,3,Oklahoma!,1955,"Drama,Musical,Romance"
7.0,44860.0,1,The Seven Year Itch,1955,"Comedy,Romance"
7.1,10843.0,3,Summertime,1955,"Comedy,Drama,Romance"
6.5,27342.0,1,Killer's Kiss,1955,"Crime,Drama,Film-Noir"
8.2,40438.0,3,Pather Panchali,1955,Drama
5.7,9221.0,2,Godzilla Raids Again,1955,"Action,Horror,Sci-Fi"
5.9,11114.0,0,This Island Earth,1955,"Horror,Mystery,Sci-Fi"
6.4,1704.0,3,The Glass Slipper,1955,"Family,Fantasy,Musical"
6.8,2258.0,3,My Sister Eileen,1955,"Comedy,Musical,Romance"
6.8,1197.0,0,The Prisoner,1955,Drama
7.0,42977.0,2,The Trouble with Harry,1955,"Comedy,Mystery"
5.2,791.0,3,The Prodigal,1955,"Drama,Mystery"
6.7,1183.0,3,The Grand Maneuver,1955,"Comedy,Drama,Romance"
6.7,2838.0,2,Not as a Stranger,1955,"Drama,Film-Noir,Romance"
7.1,3620.0,3,Le Amiche,1955,"Drama,Romance"
7.6,17660.0,3,All That Heaven Allows,1955,"Drama,Romance"
7.2,6394.0,3,Lola Montès,1955,"Biography,Drama,Romance"
7.7,25511.0,0,Bad Day at Black Rock,1955,"Crime,Drama,Mystery"
7.3,5614.0,3,Richard III,1955,"Biography,Drama,History"
5.2,273.0,3,School for Love,1955,"Comedy,Drama"
7.3,12752.0,2,The Man from Laramie,1955,"Drama,Western"
8.0,1379.0,3,There Was Once a King...,1955,"Comedy,Family,Fantasy"
7.8,100927.0,3,The Searchers,1956,"Adventure,Western"
6.7,1089.0,2,The Spanish Gardener,1956,Drama
7.4,16792.0,3,The Bad Seed,1956,"Drama,Horror,Thriller"
7.4,28879.0,2,The King and I,1956,"Biography,Drama,Musical"
5.1,1318.0,1,The Iron Petticoat,1956,Comedy
7.4,33666.0,1,The Wrong Man,1956,"Drama,Film-Noir"
7.5,55809.0,0,Forbidden Planet,1956,"Adventure,Sci-Fi"
3.8,1888.0,3,Gunslinger,1956,"Drama,Romance,Western"
7.7,57837.0,3,Invasion of the Body Snatchers,1956,"Drama,Horror,Sci-Fi"
7.8,14610.0,2,The Court Jester,1956,"Adventure,Comedy,Family"
6.7,11347.0,3,War and Peace,1956,"Drama,Romance,War"
7.4,8601.0,0,Bigger Than Life,1956,Drama
7.9,81810.0,2,The Ten Commandments,1956,"Adventure,Drama,Family"
6.3,9932.0,3,...And God Created Woman,1956,"Drama,Romance"
6.7,31101.0,0,Around the World in 80 Days,1956,"Adventure,Comedy,Family"
6.2,778.0,3,The Proud and Profane,1956,"Drama,Romance,War"
4.4,3282.0,1,Indestructible Man,1956,"Crime,Horror,Sci-Fi"
6.3,13232.0,3,Bus Stop,1956,"Comedy,Drama,Romance"
7.9,102652.0,1,The Killing,1956,"Crime,Drama,Film-Noir"
8.2,16998.0,3,The Unvanquished,1956,Drama
8.2,29596.0,0,A Man Escaped,1956,"Drama,Thriller,War"
6.2,6449.0,1,Rodan,1956,"Sci-Fi,Thriller"
7.4,6130.0,3,The Man Who Never Was,1956,"Drama,War"
6.9,18514.0,3,High Society,1956,"Comedy,Musical,Romance"
7.7,1753.0,3,Main Street,1956,Drama
7.4,73817.0,2,The Man Who Knew Too Much,1956,"Crime,Drama,Mystery"
7.5,1258.0,3,Flowing,1956,Drama
6.3,569.0,1,The Unguarded Moment,1956,"Crime,Drama,Film-Noir"
6.2,368.0,3,Eyewitness,1956,"Crime,Drama,Film-Noir"
6.6,7752.0,3,Sissi: The Young Empress,1956,"Drama,History"
7.5,1703.0,2,The Band of Honest Men,1956,Comedy
7.1,2082.0,1,The Captain from Köpenick,1956,"Comedy,Drama"
6.8,3437.0,3,Autumn Leaves,1956,Drama
7.3,8728.0,3,Baby Doll,1956,"Comedy,Drama"
7.1,1685.0,3,Yield to the Night,1956,"Crime,Drama"
6.2,4963.0,2,Love Me Tender,1956,"Drama,Musical,Romance"
5.7,257.0,3,Her Bridal Night,1956,"Comedy,Romance"
5.0,2858.0,3,It Conquered the World,1956,"Horror,Sci-Fi"
7.4,6384.0,1,7 Men from Now,1956,Western
7.6,44070.0,3,Giant,1956,"Drama,Western"
9.0,937795.0,0,12 Angry Men,1957,"Crime,Drama"
6.2,1795.0,2,The True Story of Jesse James,1957,"Biography,Crime,Drama"
7.2,10009.0,3,Desk Set,1957,"Comedy,Romance"
8.3,21462.0,3,The Cranes Are Flying,1957,"Drama,Romance,War"
7.6,21172.0,0,The Incredible Shrinking Man,1957,"Horror,Sci-Fi"
8.4,228143.0,0,Paths of Glory,1957,"Drama,War"
7.2,16079.0,1,Old Yeller,1957,"Adventure,Drama,Family"
7.2,9293.0,0,The Three Faces of Eve,1957,"Drama,Mystery"
7.0,34663.0,3,Funny Face,1957,"Comedy,Musical,Romance"
8.1,55304.0,3,Nights of Cabiria,1957,Drama
7.9,8467.0,1,Kanal,1957,"Drama,War"
7.4,12949.0,0,The Enemy Below,1957,"Action,Adventure,Drama"
8.1,210291.0,1,The Seventh Seal,1957,"Drama,Fantasy"
7.4,16573.0,3,Curse of the Demon,1957,"Fantasy,Horror,Mystery"
8.0,38437.0,1,Sweet Smell of Success,1957,"Drama,Film-Noir"
6.0,2114.0,0,Fire Down Below,1957,"Adventure,Drama,Romance"
7.3,10097.0,0,"Heaven Knows, Mr. Allison",1957,"Adventure,Drama,War"
8.1,121483.0,2,Wild Strawberries,1957,"Drama,Romance"
7.0,8486.0,2,Sayonara,1957,"Drama,Romance"
6.9,2892.0,3,Tammy and the Bachelor,1957,"Comedy,Romance"
8.1,243658.0,1,The Bridge on the River Kwai,1957,"Adventure,Drama,War"
6.4,9557.0,3,The Prince and the Showgirl,1957,"Comedy,Romance"
7.4,34875.0,2,An Affair to Remember,1957,"Drama,Romance"
6.6,363.0,1,Oedipus Rex,1957,Drama
8.2,18523.0,1,A Face in the Crowd,1957,"Drama,Music"
5.4,498.0,3,Sorority Girl,1957,Drama
8.4,151799.0,1,Witness for the Prosecution,1957,"Crime,Drama,Mystery"
